Position,Name,Competicao,Classe
8,"BART LAMBRIEX, PIM VAN VUGT",World Championship 2019,49ER
9,"JONAS WARRER, JAKOB PRECHT JENSEN",World Championship 2019,49ER
10,"LUKASZ PRZYBYTEK, PAWEL KOLODZINSKI",World Championship 2019,49ER
11,"ISAAC MCHARDIE, WILLIAM MCKENZIE",World Championship 2019,49ER
12,"JUSTUS SCHMIDT, MAX BOEHME",World Championship 2019,49ER
13,"NEVIN SNOW, DANE WILSON",World Championship 2019,49ER
14,"CLEMENT PEQUIN, ERWAN FISCHER",World Championship 2019,49ER
15,"WILL PHILLIPS, SAM PHILLIPS",World Championship 2019,49ER
16,"JACK HAWKINS, CHRISTOPHER THOMAS",World Championship 2019,49ER
17,"ANDREAS SPRANGER, JAKOB MEGGENDORFER",World Championship 2019,49ER
18,"IAN BARROWS, MITCHELL KISS",World Championship 2019,49ER
19,"MARCO GRAEL, GABRIEL BORGES",World Championship 2019,49ER
20,"JIM COLLEY, SHAUN CONNOR",World Championship 2019,49ER
21,"SEBASTIEN SCHNEITER, LUCIEN CUJEAN",World Championship 2019,49ER
22,"ROBERT DICKSON, SEAN WADDILOVE",World Championship 2019,49ER
23,"MADS EMIL LUBECK, NIKOLAJ HOFFMANN BUHL",World Championship 2019,49ER
24,"DAVID GILMOUR, LACHY GILMOUR",World Championship 2019,49ER
25,"DOMINIK BUKSAK, SZYMON WIERZBICKI",World Championship 2019,49ER
26,"TIM FISCHER, FABIAN GRAF",World Championship 2019,49ER
27,"MATHIEU FREI, NOE DELPECH",World Championship 2019,49ER
28,"JACOPO PLAZZI, GIACOMO CAVALLI",World Championship 2019,49ER
29,"JOEL TURNER, THOMAS NEEDHAM",World Championship 2019,49ER
30,"JAMES GROGAN, MAX PAUL",World Championship 2019,49ER
31,"TOM PELSMAEKERS, YANNICK LEFEBVRE",World Championship 2019,49ER
32,"ANDREW MOLLERUS, IAN MACDIARMID",World Championship 2019,49ER
33,"RYAN SEATON, SEAFRA GUILFOYLE",World Championship 2019,49ER
34,"JORGE LIMA, JOSE COSTA",World Championship 2019,49ER
35,"YAGO LANGE, KLAUS LANGE",World Championship 2019,49ER
36,"JAMES GRUMMETT, DANIEL BUDDEN",World Championship 2019,49ER
37,"SIMONE FERRARESE, VALERIO GALATI",World Championship 2019,49ER
38,"DANIEL NYBORG, SEBASTIAN WRIGHT OLSEN",World Championship 2019,49ER
39,"UBERTO CRIVELLI VISCONTI, GIANMARCO TOGNI",World Championship 2019,49ER
40,"FEDERICO ALONSO TELLECHEA, ARTURO ALONSO TELLECHEA",World Championship 2019,49ER
41,"HANS HENKEN, JUDGE RYAN",World Championship 2019,49ER
42,"FRITIOF HEDSTROM, OTTO HAMEL",World Championship 2019,49ER
43,"HARRY MELGES, FINN ROWE",World Championship 2019,49ER
44,"MARKUS SOMERVILLE, JACK SIMPSON",World Championship 2019,49ER
45,"MICHAEL HANSEN, MATHIAS SLETTEN",World Championship 2019,49ER
46,"JACKSON KEON, SCOTT MCKENZIE",World Championship 2019,49ER
47,"JUUSO ROIHU, HENRI ROIHU",World Championship 2019,49ER
48,"CHRIS TAYLOR, RHOS HAWES",World Championship 2019,49ER
49,"MAXIMILIAN STINGELE, LINOV SCHEEL",World Championship 2019,49ER
50,"NILS CARSTENSEN, JAN FRIGGE",World Championship 2019,49ER
51,"LOUIS CHAMBET, HUGO FEDRIGUCCI",World Championship 2019,49ER
52,"DAVID O'CONNOR, FANG WARREN",World Championship 2019,49ER
53,"FERNANDO DIZ, HERNAN UMPIERRE",World Championship 2019,49ER
54,"HANNES WESTBERG, ALBIN BOMAN",World Championship 2019,49ER
55,"SHINGEN FURUYA, SHINJI HACHIYAMA",World Championship 2019,49ER
56,"IAN CHEKH, IVAN ZOTOV",World Championship 2019,49ER
57,"SAMUEL BACON, HENRY GAUTREY",World Championship 2019,49ER
58,"KURT HANSEN, SIMON HOFFMAN",World Championship 2019,49ER
59,"DON WHITCRAFT, DYLAN WHITCRAFT",World Championship 2019,49ER
60,"ALEXANDER HEINZEMANN, JUSTIN BARNES",World Championship 2019,49ER
61,"WILLIAM JONES, EVAN DEPAUL",World Championship 2019,49ER
62,"AKIRA SAKAI, RUSSELL AYLSWORTH",World Championship 2019,49ER
63,"WEI HONG, ZHIBO ZHOU",World Championship 2019,49ER
64,"THEO REVIL, TIMOTHEE DEPERY",World Championship 2019,49ER
65,"GANAPATHY KELAPANDA, VARUN THAKKAR",World Championship 2019,49ER
66,"OLIVER MANTON, JACK LLOYD",World Championship 2019,49ER
67,"AHMED AL HASANI, ABDULRAHMAN AL MASHARI",World Championship 2019,49ER
68,"TOM FYFE, JAMES WILSON",World Championship 2019,49ER
69,"JUHO KOTIRANTA, ROBIN BERNER",World Championship 2019,49ER
70,"WILLIAM SHAPLAND, CAMPBELL STANTON",World Championship 2019,49ER
71,"JOHN COOLEY, THOMAS CUNICH",World Championship 2019,49ER
72,"BENJI DANIEL, ALEX BURGER",World Championship 2019,49ER
73,"SAM MORGAN, PATRICK MORGAN",World Championship 2019,49ER
74,"ZAIDING WEN, TAO ZHANG",World Championship 2019,49ER
75,"ZIHE LI, DIANJI LI",World Championship 2019,49ER
76,"LEWIS ANDERSON, REECE CAULFIELD",World Championship 2019,49ER
77,"NAEL GWENDAL, GAUTIER GUEVEL",World Championship 2019,49ER
78,"ANAND THAKUR, VISHAL THAKUR",World Championship 2019,49ER
79,"XIN WANG, CHAO XIANG",World Championship 2019,49ER
80,"ENZO LOBRY, LOUIS RAYNAL",World Championship 2019,49ER
81,"SANDIP JAIN, MUNNA PANDIT",World Championship 2019,49ER
82,"MUSAB AL HADI, WALEED AL KINDI",World Championship 2019,49ER
83,"BEN PATERSON, SEAN PATERSON",World Championship 2019,49ER
84,"BRIJRAJ VERMA, PANKAJ KUMAR",World Championship 2019,49ER
85,"NARENDRA SINGH, SAKTHIVEL SEKAR",World Championship 2019,49ER
86,"KEVIN FISCHER, JAUVIN YANN",World Championship 2019,49ER
87,"JIAN XIANG, DAOKUN DENG",World Championship 2019,49ER
88,"CRAIG KEENAN, GAVIN NINNES",World Championship 2019,49ER
1,"ANNA BURNET, JOHN GIMSON",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
2,"VITTORIO BISSARO, MAELLE FRASCARI",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
3,"GIANLUIGI UGOLINI, MARIA GIUBILEI",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
4,"RUGGERO TITA, CATERINA BANTI",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
5,"TIM MOURNIAC, LOU BERTHOMIEU",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
6,"ALICA STUHLEMMER, PAUL KOHLHOFF",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
7,"LAILA VAN DER MEER, BJARNE BOUWER",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
8,"MATEO MAJDALANI, EUGENIA BOSCO",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
9,"EMIL JARUDD, HANNA JONSSON",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
10,"LUKAS HABERL, TANJA FRANK",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
11,"JASON WATERHOUSE, LISA DARMANIN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
12,"MARGHERITA PORRO, STEFANO DEZULIAN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
13,"SANTIAGO LANGE, VICTORIA TRAVASCIO",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
14,"LAURA FARESE, MATTHAUS ZOCHLING",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
15,"MICAH WILKINSON, ERICA DAWSON",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
16,"BILLY BESSON, NOA ANCIAN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
17,"SAIBO WANG, HUANCHENG ZHAO",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
18,"JAKE LIDDELL, LUCY COPELAND",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
19,"NATACHA VIOLET SAOUMA-PEDERSEN, MATHIAS BRUUN BORRESKOV",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
20,"BRIN LIDDELL, RHIANNAN BROWN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
21,"TARA PACHECO, ANDRES BARRIO",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
22,"RUBEN BOOTH, RITA BOOTH",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
23,"SARAH NEWBERRY, DAVID LIEBENBERG",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
24,"HUICONG MAI, LINLIN CHEN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
25,"IDA SVENSSON, MARCUS DACKHAMMAR",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
26,"AKSELI KESKINEN, SINEM KURTBAY",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
27,"JOAO SIEMSEN, MARINA ARNDT",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
28,"CHANGHANG FAN, HUAMEI XU",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
29,"YU CHEN, QIANQIAN ZHOU",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
30,"JINGCHENG LAN, TING YU",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
31,"MARGAUX BILLY, NOAH CHAUVIN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
32,"JUSTIN LIU, DENISE LIM",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
33,"JINHUAN YU, FENG MA",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
34,"ANDREA ASCHIERI, ANJA CAMUSSO",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
35,"ALICAN KAYNAR, BESTE KAYNAKCI",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
36,"ARCHIE GARGETT, SARAH HOFFMAN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
37,"THEO WILLIAMS, JASMINE WILLIAMS",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
38,"SHIBUKI IITSUKA, WKAKO KAJIMOTO",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
39,"ARTO HIRSCH, ELETTRA ORSOLINI",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
40,"XIAOXIAO HU, XUEZHE YANG",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
41,"BART KOOIJMAN BEUK, JELLA-RIKE SPIJKERVET",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
42,"LUCAS CLAEYSSENS, MIRA VANROOSE",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
43,"ISET SEGURA, PAUL HENDRIK",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
44,"PUCK VAN DER VEEN, WOUTER VAN ROOIJEN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
45,"MANOLO GESLIN GRIMAUD, MARION DECLEF",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
46,"AXEL GRANDJEAN, NOEMIE FEHLMANN",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
47,"GALEN RICHARDSON, MADELINE GILLIS",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
48,"YUKI WATANABE, MINORI UEDA",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
49,"IORDANIS PASCHALIDIS, MYRTO PAPADOPOULOU",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
50,"CHABOUD MATTEO, CAMILLE RIGAUD",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
51,"ESTELA LUNA JENTSCH STEIMER, CASPAR KENDREW LENZ ANDERSON",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
52,"MEHDI GHARBI, NOUR EL BEJI",Trofeo S.A.R Princesa Sofia 2023,NACRA 17
